country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Switzerland,CHE,2021-11-06,11192413.0,5769817.0,5606339.0,8770.0,10998.0,128.42,66.2,64.33,1262.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Taiwan,TWN,2022-02-16,44870859.0,19256314.0,17728325.0,335241.0,271131.0,188.1,80.72,74.32,11366.0,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og
Estonia,EST,2021-06-22,913847.0,548191.0,409274.0,5860.0,9455.0,68.96,41.37,30.88,7135.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
Northern Ireland,OWID_NIR,2022-01-25,3655138.0,1413414.0,1309950.0,2778.0,3346.0,192.78,74.55,69.09,1765.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
New Caledonia,NCL,2021-12-01,,,,,384.0,,,,1332.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Afghanistan,AFG,2022-01-30,,,,,10925.0,,,,274.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
El Salvador,SLV,2021-02-24,,,,,1810.0,,,,278.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/
Nauru,NRU,2021-09-19,,,,,2.0,,,,184.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Honduras,HND,2021-11-25,,,,,10597.0,,,,1053.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",World Health Organization,https://covid19.who.int/
Nicaragua,NIC,2021-07-06,,,,,4431.0,,,,661.0,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Uganda,UGA,2021-12-20,9763030.0,8354808.0,1408222.0,,177260.0,20.72,17.73,2.99,3762.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Trinidad and Tobago,TTO,2021-06-26,267825.0,198751.0,69074.0,9966.0,7405.0,19.08,14.16,4.92,5277.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query
San Marino,SMR,2021-03-02,580.0,580.0,,305.0,182.0,1.71,1.71,,5351.0,"Pfizer/BioNTech, Sputnik V",World Health Organization,https://covid19.who.int/
North Macedonia,MKD,2022-01-31,,,,,1105.0,,,,531.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Government of North Macedonia,https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/
Namibia,NAM,2021-06-30,145957.0,121095.0,24862.0,2144.0,1985.0,5.64,4.68,0.96,767.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Rwanda,RWA,2021-03-30,,,,,760.0,,,,57.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/
Czechia,CZE,2021-05-19,4453314.0,3326110.0,1153600.0,91441.0,70462.0,41.52,31.01,10.76,6570.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Northern Cyprus,OWID_CYN,2021-04-09,,,,,350.0,,,,916.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/
Saint Lucia,LCA,2021-07-30,56839.0,32237.0,24602.0,288.0,135.0,30.82,17.48,13.34,732.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Denmark,DNK,2021-09-15,8682229.0,4413907.0,4293014.0,12893.0,10861.0,149.35,75.93,73.85,1868.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata
Jamaica,JAM,2021-06-30,,,,,3092.0,,,,1040.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://vaccination.moh.gov.jm/
Democratic Republic of Congo,COD,2022-03-13,,,,,4759.0,,,,52.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Haiti,HTI,2021-11-09,,,,,259.0,,,,22.0,"Johnson&Johnson, Moderna",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Lithuania,LTU,2021-06-30,2246367.0,1241858.0,1053131.0,23443.0,17462.0,83.51,46.17,39.15,6492.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/
Colombia,COL,2021-06-25,16693732.0,10936234.0,5757498.0,327875.0,328402.0,32.56,21.33,11.23,6406.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4
Mauritius,MUS,2022-02-07,,,,,6463.0,,,,5075.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://africacdc.org/covid-19-vaccination/
Hong Kong,HKG,2021-02-27,13663.0,13662.0,1.0,7040.0,2723.0,0.18,0.18,0.0,361.0,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age
Mongolia,MNG,2021-09-29,4380175.0,2251069.0,2129106.0,1075.0,855.0,131.57,67.61,63.95,257.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/
Montserrat,MSR,2022-03-21,,,,,4.0,,,,803.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Congo,COG,2021-07-10,,,,,3175.0,,,,561.0,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Kenya,KEN,2021-10-04,3886630.0,2955890.0,930740.0,12547.0,39039.0,7.07,5.38,1.69,710.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.health.go.ke/wp-content/uploads/2022/03/MINISTRY-OF-HEALTH-KENYA-COVID-19-IMMUNIZATION-STATUS-REPORT-19TH-MARCH-2022.pdf
Jordan,JOR,2021-09-05,6512659.0,3513620.0,2999039.0,34268.0,20157.0,63.42,34.22,29.2,1963.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Myanmar,MMR,2022-03-13,,,,,135785.0,,,,2478.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035
Solomon Islands,SLB,2021-10-22,,,,,839.0,,,,1192.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Peru,PER,2021-10-22,33879037.0,18630565.0,15079919.0,153748.0,221770.0,101.56,55.85,45.2,6648.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion
Serbia,SRB,2022-03-19,,,,,463.0,,,,67.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/
Rwanda,RWA,2022-02-03,,,,,0.0,,,,0.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/
Tuvalu,TUV,2021-10-05,,,,,30.0,,,,2516.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
United Kingdom,GBR,2021-03-13,25781120.0,24196211.0,1584909.0,564263.0,349372.0,37.8,35.47,2.32,5122.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Somalia,SOM,2021-11-13,964433.0,589128.0,564612.0,,34098.0,5.9,3.6,3.45,2084.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/
Faeroe Islands,FRO,2021-11-15,,,,,323.0,,,,6585.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Turkey,TUR,2021-12-01,120516813.0,56288895.0,50505240.0,126162.0,112963.0,141.71,66.19,59.39,1328.0,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Jersey,JEY,2022-01-16,217598.0,81954.0,77797.0,,338.0,215.29,81.08,76.97,3344.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true
Mozambique,MOZ,2021-06-26,,,,,4030.0,,,,125.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Benin,BEN,2022-01-10,,,,,16074.0,,,,1291.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://covid19.who.int/
Ireland,IRL,2022-02-09,10498966.0,4046126.0,3936891.0,7967.0,8919.0,210.7,81.2,79.01,1790.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Cuba,CUB,2021-12-14,29090880.0,10227387.0,9388653.0,35248.0,49918.0,257.04,90.37,82.96,4411.0,"Abdala, Soberana Plus, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/
Honduras,HND,2022-02-07,,,,,18628.0,,,,1851.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",World Health Organization,https://covid19.who.int/
Vanuatu,VUT,2021-10-19,,,,,689.0,,,,2191.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Saudi Arabia,SAU,2021-07-16,21930093.0,18435261.0,3494832.0,373779.0,361871.0,62.05,52.16,9.89,10240.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.who.int/
Cyprus,CYP,2022-01-12,1618223.0,652302.0,619487.0,,4707.0,180.6,72.8,69.14,5253.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
United States,USA,2021-06-03,316044230.0,174540407.0,148336912.0,1244838.0,900025.0,95.19,52.57,44.68,2711.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2
Madagascar,MDG,2021-08-04,,,,,1230.0,,,,43.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Portugal,PRT,2021-02-07,437687.0,321760.0,116262.0,1816.0,12708.0,4.3,3.16,1.14,1250.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Kenya,KEN,2021-12-19,8913690.0,5930258.0,3592043.0,,102204.0,16.21,10.79,6.53,1859.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.health.go.ke/wp-content/uploads/2022/03/MINISTRY-OF-HEALTH-KENYA-COVID-19-IMMUNIZATION-STATUS-REPORT-19TH-MARCH-2022.pdf
Trinidad and Tobago,TTO,2021-07-15,375924.0,229203.0,146721.0,3937.0,1906.0,26.79,16.33,10.45,1358.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query
Spain,ESP,2021-04-26,14994667.0,11013911.0,4020945.0,278736.0,305867.0,32.08,23.56,8.6,6543.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
Syria,SYR,2021-12-05,,,,,9014.0,,,,493.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Mali,MLI,2021-06-09,,,,,3056.0,,,,147.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Slovakia,SVK,2021-01-27,,,,,8050.0,,,,1477.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data/raw/main/Vaccination/OpenData_Slovakia_Vaccination_AgeGroup_District.csv
Hong Kong,HKG,2021-05-09,1741668.0,1071443.0,670224.0,37219.0,35677.0,23.06,14.19,8.87,4724.0,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age
Philippines,PHL,2022-03-12,,,,,150990.0,,,,1360.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker
Isle of Man,IMN,2021-07-17,,,,,660.0,,,,7727.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Guatemala,GTM,2021-08-07,2673011.0,2299761.0,373250.0,41207.0,73277.0,14.65,12.6,2.05,4015.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
United Kingdom,GBR,2022-01-28,137878417.0,52314528.0,48348568.0,108307.0,104672.0,202.15,76.7,70.88,1535.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Scotland,OWID_SCT,2021-02-21,1482830.0,1445488.0,37342.0,15409.0,30448.0,27.13,26.45,0.68,5570.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Austria,AUT,2021-06-16,,,,,86956.0,,,,9616.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea
Nauru,NRU,2021-08-28,,,,,2.0,,,,184.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Morocco,MAR,2021-07-06,19355349.0,10160373.0,9194976.0,54361.0,52713.0,51.83,27.21,24.62,1412.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Burkina Faso,BFA,2022-02-24,,,,,12736.0,,,,592.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Croatia,HRV,2021-09-19,3369026.0,1782796.0,,703.0,5397.0,82.54,43.68,,1322.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr
Papua New Guinea,PNG,2021-08-31,127334.0,98373.0,28961.0,,952.0,1.4,1.08,0.32,104.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Cuba,CUB,2021-06-26,5591222.0,2689157.0,961917.0,98867.0,105136.0,49.4,23.76,8.5,9290.0,"Abdala, Soberana Plus, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/
Benin,BEN,2021-06-16,,,,,974.0,,,,78.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://covid19.who.int/
Poland,POL,2021-03-11,4391256.0,2835856.0,1555400.0,,85668.0,11.62,7.5,4.12,2267.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Uzbekistan,UZB,2021-12-29,38864733.0,,,183122.0,159824.0,114.52,,,4710.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/
Equatorial Guinea,GNQ,2022-03-20,,,,,281.0,,,,194.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Cape Verde,CPV,2021-06-02,,,,,774.0,,,,1377.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Bangladesh,BGD,2021-02-10,337769.0,337769.0,,158451.0,45549.0,0.2,0.2,,274.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Directorate General of Health Services,http://103.247.238.92/webportal/pages/covid19-vaccination-update.php
Ecuador,ECU,2021-04-24,1191264.0,982882.0,208382.0,22608.0,40558.0,6.66,5.49,1.16,2267.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Monaco,MCO,2021-12-05,,,,,158.0,,,,3998.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID
Syria,SYR,2021-09-10,,,,,9335.0,,,,511.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Seychelles,SYC,2021-08-02,,,,,114.0,,,,1153.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Liechtenstein,LIE,2021-08-28,43159.0,23058.0,20643.0,0.0,142.0,112.82,60.28,53.96,3712.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL
Bulgaria,BGR,2022-02-21,4278226.0,,2038507.0,,4138.0,62.03,,29.56,600.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Malta,MLT,2021-07-30,758252.0,399261.0,380927.0,2597.0,2270.0,146.92,77.36,73.81,4398.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Canada,CAN,2022-02-26,80834877.0,32563439.0,30875611.0,45374.0,65432.0,212.34,85.54,81.11,1719.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Norway,NOR,2021-12-23,9665604.0,4286300.0,3920808.0,7873.0,34189.0,176.84,78.42,71.74,6255.0,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://github.com/folkehelseinstituttet/surveillance_data
Syria,SYR,2021-05-21,,,,,455.0,,,,25.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Colombia,COL,2021-12-04,,,,,328471.0,,,,6407.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4
China,CHN,2021-06-17,966652000.0,,,21502000.0,17336143.0,66.93,,,12004.0,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202203/d81d339daf694f97952f10d9d8604143.shtml
Poland,POL,2021-04-18,,,,,169784.0,,,,4492.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Bulgaria,BGR,2021-11-01,2874721.0,,1518989.0,14526.0,18739.0,41.68,,22.03,2717.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Tunisia,TUN,2021-08-10,,,,,88808.0,,,,7440.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Wales,OWID_WLS,2021-12-14,5939285.0,2478300.0,2283371.0,33446.0,24325.0,187.36,78.18,72.03,7674.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Solomon Islands,SLB,2021-05-06,,,,,290.0,,,,412.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Georgia,GEO,2021-04-14,23493.0,23493.0,,1403.0,1114.0,0.59,0.59,,280.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/
Guinea,GIN,2021-06-13,,,,,6878.0,,,,510.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Health Security Agency,https://covid19.who.int/
Brazil,BRA,2021-08-11,158422879.0,115251518.0,47644783.0,2023839.0,1481198.0,74.03,53.86,22.26,6922.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
Cape Verde,CPV,2021-07-23,,,,,2854.0,,,,5079.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Ghana,GHA,2021-03-29,,,,,8867.0,,,,279.0,"Oxford/AstraZeneca, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/
Monaco,MCO,2021-04-06,,,,,182.0,,,,4605.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID
Anguilla,AIA,2022-03-19,,,,,29.0,,,,1917.0,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Nigeria,NGA,2021-11-21,9483387.0,6079895.0,3403492.0,,52057.0,4.49,2.88,1.61,246.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
British Virgin Islands,VGB,2021-10-30,,,,,53.0,,,,1742.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Qatar,QAT,2021-05-21,2233616.0,1288584.0,945022.0,42809.0,36695.0,76.22,43.97,32.25,12522.0,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx
Sweden,SWE,2022-02-05,,,,,57223.0,,,,5632.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Central African Republic,CAF,2022-01-03,,,,,3596.0,,,,731.0,"Covaxin, Oxford/AstraZeneca",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Turkey,TUR,2021-06-21,43629179.0,29052236.0,14576943.0,1015801.0,1264431.0,51.3,34.16,17.14,14868.0,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Egypt,EGY,2021-03-02,,,,,2915.0,,,,28.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Portugal,PRT,2022-01-15,20267534.0,,9163934.0,66963.0,71507.0,199.33,,90.13,7033.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
